_id,uuid,provider_Id,provider_name
5885864dbebc58b0fe92b093029522ad,2351CYJSJ,15,UCNE
5885864dbebc58b0fe92b093029af3ed,YMHZM2GNE,15,UCNE
5885864dbebc58b0fe92b093029afceb,5H392N12Q,15,UCNE
5885864dbebc58b0fe92b093029a5030,TD9YBJV18,15,UCNE
5885864dbebc58b0fe92b093029a15d7,0WB32HQ5T,15,UCNE
5885864dbebc58b0fe92b093029998ec,QZ3KK7VF~,15,UCNE
5885864dbebc58b0fe92b0930299da3b,2ABT7QSWF,15,UCNE
5885864dbebc58b0fe92b0930292a874,N9BYESYC1,15,UCNE
5885864dbebc58b0fe92b0930298a0cb,EESVEWMRK,15,UCNE
5885864dbebc58b0fe92b0930299353e,9FVSM1HKB,15,UCNE
5885864dbebc58b0fe92b09302994f40,1PVF5JWZD,15,UCNE
5885864dbebc58b0fe92b093028ff9c7,2BEDR80E6,15,UCNE
5885864dbebc58b0fe92b0930298f19c,6C6BQZG91,15,UCNE
5885864dbebc58b0fe92b0930297eb8d,56SBPF60S,15,UCNE
5885864dbebc58b0fe92b093029814c4,Z9AYXF9B0,15,UCNE
5885864dbebc58b0fe92b0930295dfec,6SWJ1WQEK,15,UCNE
5885864dbebc58b0fe92b0930297376b,VRG239QDQ,15,UCNE
5885864dbebc58b0fe92b0930296a0ca,GTAW78153,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930296934f,VN6SSAD7E,15,UCNE
5885864dbebc58b0fe92b093029416b5,HA031JT4W,15,UCNE
5885864dbebc58b0fe92b09302958af4,0KEG4ZC4F,15,UCNE
5885864dbebc58b0fe92b09302950c4a,F28SD1Z8T,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028e21e0,5557Q6G5C,15,UCNE
5885864dbebc58b0fe92b0930294d358,TGKVXZWB=,15,UCNE
5885864dbebc58b0fe92b09302918335,9YFVVGNW9,15,UCNE
5885864dbebc58b0fe92b0930293baf0,BD2YFMH3U,15,UCNE
5885864dbebc58b0fe92b09302922ec5,H5G5RECNR,15,UCNE
5885864dbebc58b0fe92b0930292100c,72SC22DQ*,15,UCNE
5885864dbebc58b0fe92b0930290fbf9,RGE5XC5YE,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028fd81d,6WM8VW832,15,UCNE
5885864dbebc58b0fe92b09302905a14,5JA2BEVMB,15,UCNE
5885864dbebc58b0fe92b0930290a660,G21S8T62G,15,UCNE
5885864dbebc58b0fe92b093028e98f6,BRCSMPSH=,15,UCNE
5885864dbebc58b0fe92b093028f9fc8,0BYEZX0XQ,15,UCNE
5885864dbebc58b0fe92b093028f7b50,2TAJ1EFCP,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028f3c2b,76BZ2FZT*,15,UCNE
5885864dbebc58b0fe92b093028f0aa9,71F7Y127J,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028eb13c,G1YGQTE32,15,UCNE
5885864dbebc58b0fe92b093028e5dac,P69JZ5NF8,15,UCNE
5885864dbebc58b0fe92b093028e177c,WC9QYVSME,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028df8d2,87CTBB6Y5,15,UCNE
5885864dbebc58b0fe92b093028dc3e5,AWR48WB9R,15,UCNE
5885864dbebc58b0fe92b093028d9a70,GNPRZW4K$,15,UCNE
5885864dbebc58b0fe92b093028db8fe,A0ZTDZ7QZ,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028ba7d1,DX6QW7J2Y,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093028a4ce8,67V57T941,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302899566,4S1CSJ0K=,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930289734e,M8GDKZNYQ,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302891234,YXHC3BPQ*,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930288fd74,TG2EP3NS8,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930288c3b2,RZTX0G6KU,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930288833e,RVRSS607F,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302882e80,XSHDGW4AT,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930288123c,QSBP20BB*,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302860df2,G0CA4V342,15,UCNE
5885864dbebc58b0fe92b09302853faa,C42AGQYH9,15,UCNE
5885864dbebc58b0fe92b0930283b633,4AX1DYDZ1,15,UCNE
5885864dbebc58b0fe92b09302836fd1,FK03CENW*,15,UCNE
5885864dbebc58b0fe92b0930282a73d,WS6A7D4Q7,15,UCNE
5885864dbebc58b0fe92b0930287e4ca,XREJBZS68,15,UCNE
5885864dbebc58b0fe92b09302822edf,DM2Y76CHT,15,UCNE
5885864dbebc58b0fe92b09302873726,ZFDNQFQ5P,23,Caminante
5885864dbebc58b0fe92b09302871bb2,3RZ26ZGH7,15,UCNE
5885864dbebc58b0fe92b09302816a94,J5VQJF4K5,15,UCNE
5885864dbebc58b0fe92b0930285c7d9,SNE51JDX$,15,UCNE
5885864dbebc58b0fe92b0930284ffa6,KV94VVJJB,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930280a984,A02VCP2DT,15,Universidad Católica Nordestana - UCNE
5885864dbebc58b0fe92b0930280a984,A02VCP2DT,15,UCNE
5885864dbebc58b0fe92b0930284ce8e,MAM68Q5EQ,15,UCNE
5885864dbebc58b0fe92b0930284f2d7,B3BB16KS3,18,Casa Abierta
5885864dbebc58b0fe92b0930284358f,6BWP6R2RG,18,Casa Abierta
5885864dbebc58b0fe92b0930284288c,81TJTKRW1,15,UCNE
5885864dbebc58b0fe92b093027e4ed6,NGGK3BMWJ,15,UCNE
5885864dbebc58b0fe92b09302824780,ZYF4Q122A,23,Caminante
5885864dbebc58b0fe92b093028381bc,1WVCDJEZC,15,UCNE
5885864dbebc58b0fe92b093027d83d2,92EAQRQW*,15,UCNE
5885864dbebc58b0fe92b09302832751,RNH8N625*,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930283020d,K58FN0R0W,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093028194be,X57BPNB9P,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302831836,JX4Q1N7CV,20,CEFASA
5885864dbebc58b0fe92b093027d2be7,7E2N9TYPA,15,UCNE
5885864dbebc58b0fe92b0930283264b,7QJFFC8C8,15,UCNE
5885864dbebc58b0fe92b0930286ee1a,EZEY924TZ,18,Casa Abierta
5885864dbebc58b0fe92b093027bfc28,W4B9EH81S,15,UCNE
5885864dbebc58b0fe92b0930281ee3a,9KW9D73VN,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302822000,W74WBVBZ1,18,Casa Abierta
5885864dbebc58b0fe92b093028219dd,6GCECC5M9,15,UCNE
5885864dbebc58b0fe92b0930280a449,AFD0ZE5WG,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302808d57,PN9NZYMHG,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b09302812e3f,NMA9EYBD0,18,Casa Abierta
5885864dbebc58b0fe92b09302813eb0,S7K534HZW,15,UCNE
5885864dbebc58b0fe92b09302858213,M42M3S1KK,18,Casa Abierta
5885864dbebc58b0fe92b093027b5324,5G616QF1V,15,UCNE
5885864dbebc58b0fe92b093027fe7f7,Z4XZYQSVU,15,UCNE
5885864dbebc58b0fe92b093027f89a9,YWZHHAPDD,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093027fe186,PQCGTJQKQ,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b093027fbb92,HVETZRTF~,18,Casa Abierta
5885864dbebc58b0fe92b093027dac99,GN81W2KB6,15,UCNE
5885864dbebc58b0fe92b093027b07ca,P810B375A,15,UCNE
5885864dbebc58b0fe92b09302842c4f,MHZKHE898,18,Casa Abierta
5885864dbebc58b0fe92b0930279471b,1A2QDG8GC,15,UCNE
5885864dbebc58b0fe92b093027f3955,WQJQBTJ2J,20,CEFASA
5885864dbebc58b0fe92b093027d8cde,67ANF8VS2,4,Profamilia (Santo Domingo#Santo Domingo Norte)
5885864dbebc58b0fe92b09302791a56,6TS3P5152,15,UCNE
5885864dbebc58b0fe92b093027e69bb,8QFBACEES,18,Casa Abierta
5885864dbebc58b0fe92b093027cfab5,GFA7QCGM4,18,Casa Abierta
5885864dbebc58b0fe92b093028253d6,1SHD2K84Z,18,Casa Abierta
5885864dbebc58b0fe92b0930278c3c7,D1EFSMZMC,15,UCNE
5885864dbebc58b0fe92b093027c7eb2,BB5KDR0B6,15,UCNE
5885864dbebc58b0fe92b093027c77e8,NGDNZBJ2Q,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930278b22b,1PH8ZRB0E,15,UCNE
5885864dbebc58b0fe92b09302789211,2DPE6DEMG,15,UCNE
5885864dbebc58b0fe92b093027c079f,J9CM44PX9,18,Casa Abierta
5885864dbebc58b0fe92b0930281512f,TXQCKK0D4,18,Casa Abierta
5885864dbebc58b0fe92b093027bd4a5,FMJPFB569,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093027bc54c,M7J99YD8G,18,Casa Abierta
5885864dbebc58b0fe92b09302799ba7,Z8NBKJ7DZ,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302782f24,1KAYNGFSZ,15,UCNE
5885864dbebc58b0fe92b09302780fb8,0YCHWNW0E,15,UCNE
5885864dbebc58b0fe92b0930277dbb0,RBYYG2JN0,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930277f261,276ZRFSVF,15,UCNE
5885864dbebc58b0fe92b09302776218,1G8PSVWAJ,15,UCNE
5885864dbebc58b0fe92b09302775d46,YPHHPZA0N,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093027714f0,0C9TBS9TZ,15,UCNE
5885864dbebc58b0fe92b09302735815,WH5GDACG2,15,UCNE
5885864dbebc58b0fe92b0930276e26c,NG1BEFGG0,18,Casa Abierta
5885864dbebc58b0fe92b0930275d0c9,7ZA49CPV9,18,Casa Abierta
5885864dbebc58b0fe92b09302753b9f,CZM5AYVXA,15,UCNE
5885864dbebc58b0fe92b0930275a8cf,WFH861T24,18,Casa Abierta
5885864dbebc58b0fe92b0930274dcb1,0Q6QWND9S,38,Accion Callejera
5885864dbebc58b0fe92b0930273b5c5,9BG9YNGMZ,15,UCNE
5885864dbebc58b0fe92b093027453d7,ZZ44DN038,18,Casa Abierta
5885864dbebc58b0fe92b09302734b7b,YJ6YEM076,18,Casa Abierta
5885864dbebc58b0fe92b093027458e3,4F81Q5TRM,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093027054d6,869GAG280,18,Casa Abierta
5885864dbebc58b0fe92b093026f5da6,2K19AE27Z,18,Casa Abierta
5885864dbebc58b0fe92b093026ebc25,GJ5626KDT,18,Casa Abierta
5885864dbebc58b0fe92b093026c8e78,AYTHJGXFW,18,Casa Abierta
5885864dbebc58b0fe92b0930268b333,4KGPBW0MA,15,UCNE
5885864dbebc58b0fe92b093026826aa,NFEQK2VTM,15,UCNE
5885864dbebc58b0fe92b093026bbc1b,6AD5CDMMQ,23,Caminante
5885864dbebc58b0fe92b093026c0cae,GDD3A9P9D,18,Casa Abierta
5885864dbebc58b0fe92b09302674c2a,N9RM06E3K,15,UCNE
5885864dbebc58b0fe92b093026a034c,5DPPEDMVH,15,UCNE
5885864dbebc58b0fe92b09302697713,7KWKAM5R1,18,Casa Abierta
5885864dbebc58b0fe92b09302694004,05GW81XME,15,UCNE
5885864dbebc58b0fe92b093026557dd,DJT7XJJJN,15,UCNE
5885864dbebc58b0fe92b0930268f4d7,7R7QFXQGA,18,Casa Abierta
5885864dbebc58b0fe92b093026894fd,MYWYQ9S36,15,UCNE
5885864dbebc58b0fe92b09302648b95,K88S3K09T,15,UCNE
5885864dbebc58b0fe92b09302638ea4,9Y3JMNRN6,15,UCNE
5885864dbebc58b0fe92b0930267e441,22P4S72VY,15,UCNE
5885864dbebc58b0fe92b093026798c2,YKKNSQ027,18,Casa Abierta
5885864dbebc58b0fe92b0930262de12,ZZ9C6KAB8,15,UCNE
5885864dbebc58b0fe92b09302671712,H3RRR1KTV,15,UCNE
5885864dbebc58b0fe92b0930266eb6a,FNS4RDSCS,18,Casa Abierta
5885864dbebc58b0fe92b0930265a8e7,DE85BQ37Z,15,UCNE
5885864dbebc58b0fe92b0930266027d,92YSV3YCY,15,UCNE
5885864dbebc58b0fe92b093026217ff,GH5RBYRJV,15,UCNE
5885864dbebc58b0fe92b0930261a350,NFMGC1XK2,15,UCNE
5885864dbebc58b0fe92b093026372da,HTSH7XDKZ,15,UCNE
5885864dbebc58b0fe92b0930264d5e4,0SZ1B9WNZ,23,Caminante
5885864dbebc58b0fe92b093026116d3,C88AT59Z=,15,UCNE
5885864dbebc58b0fe92b09302602e1a,5HQ3P4KT9,15,UCNE
5885864dbebc58b0fe92b093025f7809,G7J77VHK3,15,UCNE
5885864dbebc58b0fe92b0930260c328,9K469VX5Z,15,UCNE
5885864dbebc58b0fe92b093025d334f,YNGYBK62U,15,UCNE
5885864dbebc58b0fe92b093025d0545,CT8DREPAJ,15,UCNE
5885864dbebc58b0fe92b093025cb3d1,988HCT0T8,15,UCNE
5885864dbebc58b0fe92b093025c6cb3,X9ZJ750GM,15,UCNE
5885864dbebc58b0fe92b093025c3c20,435Z2KEN2,15,UCNE
5885864dbebc58b0fe92b093025bc803,GJ6JAJJG9,15,UCNE
5885864dbebc58b0fe92b093025b5d48,WYAVGT57Y,15,UCNE
5885864dbebc58b0fe92b093025ab567,HS6K30GBD,15,UCNE
5885864dbebc58b0fe92b0930259a7bd,D1AEYD7Z7,15,UCNE
5885864dbebc58b0fe92b0930256d1e7,E8MGZYAPG,15,UCNE
5885864dbebc58b0fe92b0930253c538,T8RYHCF15,15,UCNE
5885864dbebc58b0fe92b093025373d7,DKZ759H9H,15,UCNE
5885864dbebc58b0fe92b09302522d43,MH4C5J70K,15,UCNE
5885864dbebc58b0fe92b0930251b319,XPZ9BE9R=,15,UCNE
5885864dbebc58b0fe92b093024d4681,M7FXS7A5E,15,UCNE
5885864dbebc58b0fe92b093024d0e40,0JVBG09S6,15,UCNE
5885864dbebc58b0fe92b093024cbd58,56HV8D6S9,15,UCNE
5885864dbebc58b0fe92b093024c3351,VZJ46WY76,15,UCNE
5885864dbebc58b0fe92b09302409af1,KD78K4YYY,15,UCNE
5885864dbebc58b0fe92b093023fae98,GF88BTG1F,15,UCNE
5885864dbebc58b0fe92b093023f188e,XG8E068ZA,15,UCNE
5885864dbebc58b0fe92b093023ea75c,VT0HYB02~,15,UCNE
5885864dbebc58b0fe92b093023d3a34,K1KRKAQ29,15,UCNE
5885864dbebc58b0fe92b093023c5cfd,B88TDP8W6,15,UCNE
5885864dbebc58b0fe92b093023c48ed,R3RGW7RY6,15,UCNE
5885864dbebc58b0fe92b093023c1d5a,7RWTTBBT*,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023b63e3,AZ3N59CNZ,15,UCNE
5885864dbebc58b0fe92b093023a7c0c,YC6MAT57D,15,UCNE
5885864dbebc58b0fe92b093023a1e23,451K4JR8R,15,UCNE
5885864dbebc58b0fe92b093023b7606,KWF2XFY25,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023997a2,FS2XWBY83,15,Universidad Católica Nordestana - UCNE
5885864dbebc58b0fe92b093023997a2,FS2XWBY83,15,UCNE
5885864dbebc58b0fe92b093023b53a9,G9YJSB3C2,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023ab5c8,VBG2NNPVN,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023a60a1,GG51JPKQS,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023a189e,069Q4ZBJP,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023963a1,E22DNWAX*,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302393426,WASC4XXA0,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023915ba,PPPFG1F8$,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930238e0fe,2DNHMWY5Z,4,Profamilia (Santo Domingo#Santo Domingo Norte)
5885864dbebc58b0fe92b093023860bd,83JVKG8Y6,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023803cf,F0GXGYK72,15,UCNE
5885864dbebc58b0fe92b09302374c81,ZWGF2YVMS,15,UCNE
5885864dbebc58b0fe92b09302382625,VHDDC1H6M,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930237df59,JR7BM1186,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302374531,NHDT87PG8,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930236ac71,KR3ZCVE0U,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302362eb1,5343N73M8,15,UCNE
5885864dbebc58b0fe92b0930235df1b,GZ6XQJKP1,15,UCNE
5885864dbebc58b0fe92b093023681db,V1X54PQ0M,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b09302359a46,4V8NR1G6V,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b093023505a0,3V1THDVXZ,4,Profamilia (Santo Domingo/Santo Domingo Norte)
5885864dbebc58b0fe92b0930234be49,TZDV029SJ,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b0930234b447,P51PW23DR,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b0930234a2fa,B148K5E3Q,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b09302347686,8EJK9P8FV,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b09302335b0b,F1EM0905Q,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b09302333007,05FKZ9RG3,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b09302329683,819Z56B6W,15,UCNE
5885864dbebc58b0fe92b09302321d56,7GKDY3DMS,15,UCNE
5885864dbebc58b0fe92b0930231f31b,4NCZJ3B5B,15,UCNE
5885864dbebc58b0fe92b0930231edc6,BZP5WAM7*,15,UCNE
5885864dbebc58b0fe92b09302317fac,TZC41FNXC,15,UCNE
5885864dbebc58b0fe92b0930230db7a,WFD1VTQEE,15,UCNE
5885864dbebc58b0fe92b093022e0890,HYJ5ZF4C1,15,UCNE
5885864dbebc58b0fe92b093022fe19f,8GD2ZYK4W,15,UCNE
5885864dbebc58b0fe92b093022d7ac2,R5PSWY89Z,15,UCNE
5885864dbebc58b0fe92b093022cd4bb,N2VMWB587,15,UCNE
5885864dbebc58b0fe92b093022cc395,P6HCZ4NZ=,15,UCNE
5885864dbebc58b0fe92b093022ced1f,T8HT81ENG,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b093022cdbb6,9YF8SB0SG,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b093022cd038,8G6WVH78Q,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b0930229b45a,ZEHJ12QJS,15,UCNE
5885864dbebc58b0fe92b093022b0f9b,X11ZTMJXF,15,UCNE
5885864dbebc58b0fe92b093022a093a,EJA2DXC0Z,15,UCNE
5885864dbebc58b0fe92b0930227521b,YBR97BWBU,6,IDDI (Santo Domingo/Distrito Nacional)
5885864dbebc58b0fe92b0930223e790,KB37RABVY,15,UCNE
5885864dbebc58b0fe92b0930223d3f7,1QQX6VPK6,15,UCNE
5885864dbebc58b0fe92b0930223c679,N8QR8NBE2,15,UCNE
5885864dbebc58b0fe92b0930223a96b,8VBM23R0=,15,UCNE
5885864dbebc58b0fe92b09302238f40,KZ0F0ZD9Z,15,UCNE
5885864dbebc58b0fe92b09302234ca0,A6W62K5JB,15,UCNE
5885864dbebc58b0fe92b0930223431c,26A9TGH2U,15,UCNE
5885864dbebc58b0fe92b09302223004,A28R244QJ,15,UCNE
5885864dbebc58b0fe92b0930222e738,JHCMXEY02,15,UCNE
5885864dbebc58b0fe92b09302219f97,0JXCDRWT=,15,UCNE
5885864dbebc58b0fe92b0930220cdfe,27668226$,15,UCNE
5885864dbebc58b0fe92b0930220c12b,91GVJCX89,15,UCNE
5885864dbebc58b0fe92b0930220eac2,FZW4C7H0K,15,UCNE
5885864dbebc58b0fe92b0930220d647,CMB80DQSM,15,UCNE
5885864dbebc58b0fe92b093022064ea,30FBBN2MW,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b093021fb0f6,8AJXQYM5S,15,UCNE
5885864dbebc58b0fe92b093021f9985,91D0EFV8D,15,UCNE
5885864dbebc58b0fe92b093021f8918,Y3K67MG7Y,15,UCNE
5885864dbebc58b0fe92b093021f6397,QA34AYKQK,15,UCNE
5885864dbebc58b0fe92b093021e76dc,1QBDB81ZZ,15,UCNE
5885864dbebc58b0fe92b093021e7103,VSB0XCMK7,15,UCNE
5885864dbebc58b0fe92b093021e6275,9GPXEQQY3,15,UCNE
5885864dbebc58b0fe92b093021e234c,MTY1Y0J8M,15,UCNE
5885864dbebc58b0fe92b093021de45c,YAGGY03D~,15,UCNE
5885864dbebc58b0fe92b093021dbe69,BCVJ4WBJA,15,UCNE
5885864dbebc58b0fe92b093021da880,5HGV7G09W,15,UCNE
5885864dbebc58b0fe92b093021d9188,FJDSBT548,15,UCNE
5885864dbebc58b0fe92b093021d7797,RSCF5SHX4,15,UCNE
5885864dbebc58b0fe92b093021e424a,3ATBD5CY1,10,IDDI (Puerto Plata)
5885864dbebc58b0fe92b093021c36ad,ZT3RACHVG,15,UCNE
5885864dbebc58b0fe92b093021c2f14,59C0KTPW~,15,UCNE
5885864dbebc58b0fe92b093021c2342,8R3K9EAZD,15,UCNE
5885864dbebc58b0fe92b093021c12ba,GCFST9CHA,15,UCNE
5885864dbebc58b0fe92b093021c0684,7F9PNF39N,15,UCNE
5885864dbebc58b0fe92b093021bf403,PHP2ADJ3S,15,UCNE
5885864dbebc58b0fe92b093021bdddb,4JA4ZBPCG,15,UCNE
5885864dbebc58b0fe92b093021bd056,BBJ5GNPHV,15,UCNE
5885864dbebc58b0fe92b093021bbf47,FK17WCD62,15,UCNE
5885864dbebc58b0fe92b093021baf37,ZTM3RJM7T,15,UCNE
5885864dbebc58b0fe92b093021b018b,V6VAQZNWC,15,UCNE
5885864dbebc58b0fe92b093021af690,WCRD8YSW5,15,UCNE
5885864dbebc58b0fe92b093021ae11f,28R5JEK85,15,UCNE
5885864dbebc58b0fe92b093021aeca7,BMNMNSZH0,15,UCNE
5885864dbebc58b0fe92b093021ad7b6,51SEAQWXQ,15,UCNE
5885864dbebc58b0fe92b093021aac3e,CNYZMW3PY,15,UCNE
5885864dbebc58b0fe92b093021a5301,YQR6NTC1P,15,UCNE
5885864dbebc58b0fe92b093021ae7b5,JFAHRJVVG,15,UCNE
5885864dbebc58b0fe92b093021a3810,QEWHZ1911,15,UCNE
5885864dbebc58b0fe92b093021a2bf2,FS0K2Z1X$,15,UCNE
5885864dbebc58b0fe92b0930219a299,FKT1ANHT4,15,UCNE
5885864dbebc58b0fe92b09302197947,XDJ4VXSSV,15,UCNE
5885864dbebc58b0fe92b09302196dc1,D36TNDPNG,15,UCNE
5885864dbebc58b0fe92b093021963cf,D4EYBTGV6,15,UCNE
5885864dbebc58b0fe92b09302195871,ZZKC67TDF,15,UCNE
5885864dbebc58b0fe92b09302191701,D9CXJMDYH,15,UCNE
5885864dbebc58b0fe92b0930218fa86,SS3WPCY0P,15,UCNE
5885864dbebc58b0fe92b0930218bcac,BF7NFSNZZ,15,UCNE
5885864dbebc58b0fe92b09302189b04,M53W53Z8K,15,UCNE
5885864dbebc58b0fe92b0930218616f,DZK2KR37W,15,UCNE
5885864dbebc58b0fe92b09302182ed6,XJJ8SFP6U,15,UCNE
5885864dbebc58b0fe92b0930218056a,4SSDR97WF,15,UCNE
5885864dbebc58b0fe92b0930217ecd3,ZV2TD6XK=,15,UCNE
5885864dbebc58b0fe92b0930217cade,FZPA7RY4D,15,UCNE
5885864dbebc58b0fe92b0930217b9b4,P5M5Q0KSH,15,UCNE
5885864dbebc58b0fe92b0930217a2f1,C6Y8K5570,15,UCNE
5885864dbebc58b0fe92b09302178659,9V8YW6GMN,15,UCNE
5885864dbebc58b0fe92b09302176658,49SP6DW1Q,15,UCNE
5885864dbebc58b0fe92b0930217491f,230ZB5PWN,15,UCNE
5885864dbebc58b0fe92b09302173874,HF8PT4K6P,15,UCNE
5885864dbebc58b0fe92b0930216df63,98PH0VMWD,15,UCNE
5885864dbebc58b0fe92b0930216bec0,ZDTV4BYQF,15,UCNE
5885864dbebc58b0fe92b0930216a80f,K1HBVM0P=,15,UCNE
5885864dbebc58b0fe92b09302169223,64GMEE4N=,15,UCNE
5885864dbebc58b0fe92b0930216842a,09WPXEHRA,15,UCNE
5885864dbebc58b0fe92b09302167814,144H0GYXN,15,UCNE
5885864dbebc58b0fe92b09302165f15,QQJQSMC2E,15,UCNE
5885864dbebc58b0fe92b093021611ae,H6V19M32W,15,UCNE
5885864dbebc58b0fe92b0930215d185,HKV0SSH48,15,UCNE
5885864dbebc58b0fe92b0930215828f,2SCYPZJEA,15,UCNE
5885864dbebc58b0fe92b09302156052,V5WFSQN37,15,UCNE
5885864dbebc58b0fe92b09302153889,6NJDD05AC,15,UCNE
5885864dbebc58b0fe92b09302150f21,HAD17DCPV,15,UCNE
5885864dbebc58b0fe92b0930214fb62,DXRS5HF27,15,UCNE
5885864dbebc58b0fe92b0930214de01,25ATYS426,15,UCNE
